PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,5030428000,2791 S SUPERIOR ST,,14,4560,Residence O/S,Aluminum / Vinyl,2,1910,1080,1,2,1,0,3025,2011-03,179900
Residential,5380247000,3157 S ADAMS AV,,14,4580,Residence O/S,Aluminum / Vinyl,1,1924,1017,1,3,1,0,3600,2011-03,122000
Residential,3270783000,2550 N GRANT BL,,15,2500,Colonial,Brick,2,1921,2180,1,4,1,1,5950,2011-03,143500
Residential,3641618100,2608 W WALNUT ST,,15,3000,Duplex O/S,Frame,2,1895,1642,2,4,2,0,3010,2011-03,33000
Residential,2310572000,4464 N 22ND ST,,1,1620,Duplex N/S,Masonry / Frame,2,1950,1775,2,4,2,0,4800,2011-04,55000
Residential,1230313000,7114 N 37TH ST,,1,600,Ranch,Aluminum / Vinyl,1,1960,1095,1,3,1,0,8448,2011-04,96500
Residential,2110515000,5048 N 67TH ST,,2,1380,Cape Cod,Stucco,1.5,1941,1484,1,4,1,1,4920,2011-04,84900
Residential,2130444000,7633 W PALMETTO AV,,2,1400,Cape Cod,Aluminum / Vinyl,1,1955,1084,1,4,1,0,7360,2011-04,116600
Residential,2650052000,3935 N 62ND ST,,2,1940,Ranch,Brick,1,1958,1372,1,3,1,1,5330,2011-04,113500
Residential,2500427000,4063 N 67TH ST,,2,1490,Ranch,Aluminum / Vinyl,1,1955,1080,1,3,2,0,5900,2011-04,109000
Residential,2260662000,4644 N 67TH ST,,2,1490,Ranch,Aluminum / Vinyl,1,1958,1040,1,3,1,0,5000,2011-04,80000
Residential,1880195000,7002 W HERBERT AV,,2,1380,Ranch,Aluminum / Vinyl,1,1955,864,1,3,1,0,6820,2011-04,74900
Residential,3560173100,2107 E KENILWORTH PL,,3,3060,Colonial,Brick,2,1921,3764,1,3,2,1,11200,2011-04,485000
Residential,2780630000,3443 N SHEPARD AV,,3,3060,Residence O/S,Brick,2,1919,3263,1,5,3,1,8400,2011-04,512000
Residential,3540669000,1811 N ASTOR ST,,3,3240,Residence O/S,Brick,1.5,1928,1497,1,3,2,0,2500,2011-04,215500
Residential,2801182000,3327 N OAKLAND AV,,3,3160,Residence O/S,Aluminum / Vinyl,2,1924,1307,1,3,1,0,3600,2011-04,160000
Residential,3140339100,2852 N WEIL ST,,3,2890,Residence O/S,Aluminum / Vinyl,1,1889,1205,1,3,1,0,7200,2011-04,149000
Residential,3020570000,2840 N 87TH ST,,5,2080,Cape Cod,Frame,1,1952,1664,1,4,1,1,5000,2011-04,136000
Residential,2940254000,3270 N 94TH ST,,5,2120,Cape Cod,Aluminum / Vinyl,1,1952,1549,1,3,2,1,6000,2011-04,118000
Residential,2920465000,3133 N 77TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1394,1,3,1,1,4800,2011-04,166000
Residential,2610934000,3423 N 97TH PL,,5,2100,Cape Cod,Aluminum / Vinyl,1,1955,1110,1,4,1,1,6000,2011-04,141000
Residential,3030568000,3028 N 79TH ST,,5,2080,Cape Cod,Brick,1,1946,1089,1,3,1,0,5120,2011-04,98900
Residential,2611364000,9430 W METCALF PL,,5,2100,Cape Cod,Aluminum / Vinyl,1,1951,1076,1,3,2,0,4800,2011-04,124000
Residential,2610945000,3450 N 98TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1953,1026,1,4,1,0,6000,2011-04,109900
Residential,2930500000,3276 N 92ND ST,,5,2120,Colonial,Aluminum / Vinyl,2,1940,1240,1,3,1,1,4960,2011-04,146000
Residential,2162511000,10427 W VILLARD AV,,5,1040,Ranch,Brick,1,1979,1469,1,3,2,1,6750,2011-04,135000
Residential,2520447000,4105 N 79TH ST,,5,1470,Ranch,Brick,1,1957,1198,1,3,1,0,7590,2011-04,115000
Residential,2611016000,9808 W METCALF PL,,5,2100,Ranch,Brick,1,1956,1156,1,3,1,1,4800,2011-04,100000
Residential,2610540000,3877 N 92ND ST,,5,2100,Ranch,Frame,1,1956,1064,1,3,2,0,5760,2011-04,75000
Residential,2170234000,10932 W HAMPTON AV,,5,1040,Ranch,Aluminum / Vinyl,1,1956,999,1,3,1,1,7380,2011-04,72350
Residential,2930115000,3272 N 87TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1952,802,1,2,1,0,5000,2011-04,106500
Residential,3220796000,2449 N 1ST ST,,6,2920,Duplex O/S,Frame,2,1892,2260,2,6,2,0,7500,2011-04,32000
Residential,2822705000,3163 N RICHARDS ST,,6,2900,Duplex O/S,Aluminum / Vinyl,2,1911,2044,2,6,2,0,3600,2011-04,40000
Residential,2871010000,3423 N 41ST ST,,7,1740,Cape Cod,Brick,1,1948,1047,1,3,1,0,4914,2011-04,54500
Residential,3070945000,2756 N 45TH ST,,7,2510,Milwaukee Bungalow,Aluminum / Vinyl,1,1922,2074,1,5,1,1,4720,2011-04,67000
Residential,3071167000,2838 N 46TH ST,,7,2510,Milwaukee Bungalow,Brick,1,1925,1891,1,4,2,0,5000,2011-04,101000
Residential,4940205000,2664 S 30TH ST,,8,4000,Cape Cod,Aluminum / Vinyl,1,1949,1135,1,3,1,0,5040,2011-04,105000
Residential,4571115000,1619 S 35TH ST,,8,4060,Residence O/S,Aluminum / Vinyl,1,1895,1390,1,3,2,0,3750,2011-04,55500
Residential,4340158000,1038 S 26TH ST,,8,4050,Residence O/S,Frame,1,1893,1336,1,3,2,0,4200,2011-04,85000
Residential,4950179000,2344 S 31ST ST,,8,4000,Residence O/S,Aluminum / Vinyl,1,1903,910,1,3,1,0,3630,2011-04,64900
Residential,1391392000,6601 N 52ND ST,,9,560,Cape Cod,Brick,1,1942,1207,1,3,2,0,7820,2011-04,21405
Residential,1200123000,6538 W SPOKANE ST,,9,520,Ranch,Aluminum / Vinyl,1,1964,1232,1,3,1,1,8065,2011-04,105000
Residential,4180464000,231 S 80TH ST,,10,2720,Cape Cod,Aluminum / Vinyl,2,1945,1607,1,4,2,0,7680,2011-04,182000
Residential,3040162000,2961 N 73RD ST,,10,2080,Cape Cod,Brick,1,1949,1512,1,3,2,0,5400,2011-04,152000
Residential,3061585000,2932 N 59TH ST,,10,1860,Cape Cod,Block,1,1946,1075,1,3,1,0,5355,2011-04,43100
Residential,4201053000,209 S 61ST ST,,10,2710,Cape Cod,Aluminum / Vinyl,1,1948,1070,1,3,1,0,5040,2011-04,67000
Residential,4070651000,212 N 79TH ST,,10,2720,Cape Cod,Brick,1,1947,899,1,3,1,0,4320,2011-04,157000
Residential,4061357000,139-A N 71ST ST,,10,2720,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,1452,2,4,2,0,3680,2011-04,116900
Residential,4190422100,237 S 74TH ST,,10,2720,Duplex O/S,Brick,1.5,1940,1502,2,3,2,0,3600,2011-04,95000
Residential,3680026000,1512 N 52ND ST,,10,2600,Milwaukee Bungalow,Stucco,1,1918,1722,1,5,1,0,5080,2011-04,70000
Residential,4200850000,6431 W ADLER ST,,10,2710,Ranch,Aluminum / Vinyl,1,1954,1100,1,2,1,0,7150,2011-04,82000
Residential,2640024000,3929 N 74TH ST,,10,1940,Ranch,Aluminum / Vinyl,1,1954,982,1,3,1,0,4800,2011-04,84500
Residential,3470554000,1749 N 47TH ST,,10,2540,Residence O/S,Brick,1.5,1924,1997,1,3,1,1,5400,2011-04,78000
Residential,3460834000,1531 N 59TH ST,,10,2600,Residence O/S,Aluminum / Vinyl,1.5,1900,1685,1,5,1,1,4760,2011-04,161200
Residential,5260408000,3448 S 88TH ST,,11,4340,Cape Cod,Brick,1,1960,1321,1,4,2,0,6650,2011-04,155000
Residential,5600245000,3643 S 86TH ST,,11,4350,Cape Cod,Frame,1.5,1939,1186,1,2,1,0,8040,2011-04,65000
Residential,5290850000,6416 W OHIO AV,,11,4380,Duplex N/S,Aluminum / Vinyl,1,1953,2385,2,5,2,2,9272,2011-04,240000
Residential,5270122000,3421 S 81ST ST,,11,4340,Duplex N/S,Aluminum / Vinyl,1.5,1959,2314,2,6,2,1,8710,2011-04,179900
Residential,5550015000,4823 W CRAWFORD AV,,11,4420,Duplex N/S,Aluminum / Vinyl,2,1954,1728,2,6,2,0,8030,2011-04,152000
Residential,5710201000,7319 W WATERFORD AV,,11,4340,Ranch,Brick,1,1967,1414,1,3,1,1,7260,2011-04,181000
Residential,5570835100,3764 S MARCY ST,,11,4420,Ranch,Brick,1,1963,1376,1,3,1,1,7536,2011-04,180000
Residential,5730506000,3918 S 55TH ST,,11,4420,Ranch,Brick,1,1956,1189,1,3,1,0,6201,2011-04,133000
Residential,5610351000,3575 S 95TH ST,,11,4340,Ranch,Aluminum / Vinyl,1,1964,1114,1,3,1,1,6600,2011-04,148400
Residential,5280867000,3381 S 75TH ST,,11,4310,Ranch,Aluminum / Vinyl,1,1956,1095,1,3,1,0,12420,2011-04,140000
Residential,5141248000,6307 W KINNICKINNIC RIVER PK,,11,4240,Ranch,Aluminum / Vinyl,1,1957,1063,1,3,1,1,6060,2011-04,125000
Residential,4901153000,2533 S 65TH ST,,11,4240,Ranch,Brick,1,1955,1062,1,2,1,0,4944,2011-04,135000
Residential,4901089000,2530 S 64TH ST,,11,4240,Ranch,Brick,1,1953,1019,1,3,1,0,4884,2011-04,112500
Residential,5570001000,6301 W WARNIMONT AV,,11,4420,Ranch,Aluminum / Vinyl,1,1956,995,1,3,1,1,6644,2011-04,135000
Residential,5151005000,2933 S 70TH ST,,11,4240,Ranch,Brick,1,1954,988,1,3,1,0,7370,2011-04,112000
Residential,5140912000,6412 W FREMONT PL,,11,4240,Ranch,Aluminum / Vinyl,1,1954,955,1,3,1,0,5500,2011-04,121200
Residential,5730801000,4228 S 52ND ST,,11,4420,Ranch,Frame,1,1960,932,1,3,1,1,6360,2011-04,137500
Residential,5130411000,2773 S 51ST ST,,11,4240,Ranch,Brick,1,1950,871,1,2,1,0,7420,2011-04,117000
Residential,4970674000,2527 S 10TH ST,,12,4160,Milwaukee Bungalow,Aluminum / Vinyl,1,1903,1404,1,3,1,1,3600,2011-04,74000
Residential,5521246000,3703 S 20TH PL,,13,4360,Cape Cod,Aluminum / Vinyl,1,1947,1348,1,4,2,0,5130,2011-04,121000
Residential,6250059000,4811 S 7TH ST,,13,4740,Cape Cod,Aluminum / Vinyl,1,1950,1257,1,3,2,0,8580,2011-04,147000
Residential,5510022000,3539 S 18TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1,1947,1149,1,3,1,0,5246,2011-04,115000
Residential,5939995000,4619 S LENOX ST,,13,4720,Colonial,Aluminum / Vinyl,2,1951,1564,1,5,2,0,5220,2011-04,155000
Residential,5490020000,3749 S 5TH PL,,13,4700,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1927,2199,1,3,2,0,5400,2011-04,207000
Residential,6240905000,1836 W HALSEY AV,,13,4780,Ranch,Brick,1,1967,1808,1,3,2,1,7560,2011-04,160000
Residential,6690501000,2105 W KLEIN AV,,13,4780,Ranch,Brick,1,1973,1720,1,3,1,1,11100,2011-04,190000
Residential,6430508000,5169 S 19TH ST,,13,4780,Ranch,Brick,1,1969,1490,1,3,1,2,8400,2011-04,192000
Residential,6870652000,6220 S 3RD ST,,13,4920,Ranch,Aluminum / Vinyl,1,1978,1354,1,3,1,1,7800,2011-04,170000
Residential,7160302000,6652 S 19TH ST,,13,4920,Ranch,Aluminum / Vinyl,1,1962,896,1,3,1,0,6161,2011-04,103000
Residential,5511017000,3828 S 19TH ST,,13,4520,Ranch,Aluminum / Vinyl,1,1944,746,1,2,1,0,4800,2011-04,113900
Residential,5520804000,3617 S 23RD ST,,13,4360,Ranch,Aluminum / Vinyl,1,1954,720,1,2,1,0,6708,2011-04,105000
Residential,5010413000,2529 S WENTWORTH AV,,14,4540,Cape Cod,Aluminum / Vinyl,1,1953,1164,1,3,1,1,6000,2011-04,184000
Residential,5821127000,4030 S NEVADA ST,,14,4620,Cape Cod,Brick,1,1948,992,1,3,1,0,8856,2011-04,125000
Residential,5399980000,3276 S HERMAN ST,,14,4580,Cape Cod,Aluminum / Vinyl,1,1949,910,1,3,1,0,7623,2011-04,132000
Residential,5000350000,2430 S LOGAN AV,,14,4910,Cottage,Aluminum / Vinyl,1,1899,814,1,2,1,0,4500,2011-04,122000
Residential,4990418000,2603 S HOWELL AV,,14,4910,Dplx Bungalow,Brick,2,1929,2159,2,4,2,0,4815,2011-04,141200
Residential,5050429000,2916 S AUSTIN ST,,14,4910,Dplx Bungalow,Frame,1.5,1920,1614,2,4,2,0,6900,2011-04,128250
Residential,5020010000,3021 S SUPERIOR ST,,14,4560,Duplex O/S,Frame,2,1911,2083,2,3,2,0,3600,2011-04,210000
Residential,5401109000,3443 S ALABAMA AV,,14,4580,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1669,1,3,2,0,4800,2011-04,153100
Residential,5030846000,2836 S DELAWARE AV,,14,4540,Milwaukee Bungalow,Frame,1,1925,1339,1,3,1,2,3276,2011-04,176000
Residential,5410644000,3275 S NEW YORK AV,,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,1160,1,3,1,0,4080,2011-04,174800
Residential,5820522100,3948 S LENOX ST,,14,4700,Ranch,Aluminum / Vinyl,1,1953,922,1,3,1,0,6250,2011-04,118000
Residential,4992052000,2562 S WILLIAMS ST,,14,4910,Residence O/S,Aluminum / Vinyl,2,1919,1888,1,3,2,0,4900,2011-04,225000
Residential,5400633000,2233 E OKLAHOMA AV,,14,4600,Residence O/S,Block,1.5,1920,1308,1,2,1,0,1710,2011-04,136900
Residential,5361253000,3216 S 9TH ST,,14,4520,Residence O/S,Aluminum / Vinyl,1,1918,1252,1,3,1,0,3660,2011-04,92500
Residential,5030204000,2733 S DELAWARE AV,,14,4540,Residence O/S,Prem Wood,1,1923,1224,1,3,2,1,3600,2011-04,194500
Residential,4991806000,2328 S WOODWARD ST,,14,4910,Residence O/S,Frame,1,1921,1030,1,3,1,0,2920,2011-04,111500
Residential,3510314100,1901 N 17TH ST,,15,3000,Colonial,Aluminum / Vinyl,2,2008,1914,1,4,2,1,4314,2011-04,109900
Residential,3504021000,2321 W GARFIELD AV,,15,3000,Colonial,Aluminum / Vinyl,2,2009,1616,0,3,2,1,5027,2011-04,120000
Residential,3281638000,2649 N 45TH ST,,15,2520,Dplx Bungalow,Aluminum / Vinyl,2,1921,3084,2,6,2,0,5000,2011-04,67000
Residential,1700104000,3219 W WREN AV,,1,900,Cape Cod,Brick,1,1952,1288,1,4,1,0,5500,2011-05,80000
Residential,1960028100,5244 N MILWAUKEE RIVER PK,,1,1220,Cottage,Aluminum / Vinyl,1,1929,1076,1,2,1,0,6080,2011-05,135900
Residential,2320511000,1680 W COURTLAND AV,,1,1340,Duplex N/S,Aluminum / Vinyl,1.5,1952,1831,2,4,2,0,5880,2011-05,90000
Residential,1230252000,7071 N 39TH ST,,1,600,Ranch,Frame,1,1959,1132,1,3,1,0,6600,2011-05,99900
Residential,1959971000,5470 N 20TH ST,,1,1200,Ranch,Aluminum / Vinyl,1,1956,1130,1,3,2,0,4800,2011-05,76000
Residential,1700806000,5742 N 35TH ST,,1,900,Ranch,Stone,1,1946,967,1,2,1,0,5880,2011-05,77000
Residential,2310440000,4722 N 22ND ST,,1,1340,Ranch,Aluminum / Vinyl,1,1950,672,1,2,1,0,4800,2011-05,32000
Residential,1950022000,1622 W LAWN AV,,1,1200,Residence O/S,Aluminum / Vinyl,1.5,1925,1324,1,2,1,0,8906,2011-05,86000
Residential,1700346000,2928 W ORIOLE DR,,1,900,Residence O/S,Aluminum / Vinyl,1,1932,1076,1,4,1,0,6150,2011-05,75000
Residential,1450724000,6407 N 106TH ST,,2,820,Bi-Level,Aluminum / Vinyl,1,1995,1458,1,3,2,0,7232,2011-05,100000
Residential,2501110000,4238 N 63RD ST,,2,1490,Cape Cod,Aluminum / Vinyl,1,1953,1300,1,3,2,0,5200,2011-05,80000
Residential,2110410000,5102 N 65TH ST,,2,1380,Duplex N/S,Brick,1.5,1953,1965,2,4,2,0,5160,2011-05,92000
Residential,1750620000,5912 N 69TH ST,,2,960,Ranch,Frame,1,1950,1332,1,3,1,0,9600,2011-05,68000
Residential,1890166110,5258 N 63RD ST,,2,1140,Ranch,Aluminum / Vinyl,1,1963,1163,1,3,1,1,4620,2011-05,75000
Residential,2250107000,4540 N 72ND ST,,2,1480,Ranch,Brick,1,1955,1131,1,3,1,1,5080,2011-05,77000
Residential,2250211000,4481 N 74TH ST,,2,1480,Ranch,Aluminum / Vinyl,1,1958,1108,1,3,2,1,4800,2011-05,118500
Residential,1760236000,5809 N 77TH ST,,2,980,Ranch,Aluminum / Vinyl,1,1963,1017,1,3,1,1,6000,2011-05,98000
Residential,1880045000,7508 W SHERIDAN AV,,2,1380,Ranch,Aluminum / Vinyl,1,1955,864,1,3,1,0,6000,2011-05,75000
Residential,3200225000,2562 N DOUSMAN ST,,3,3330,Cottage,Aluminum / Vinyl,2,1890,1632,1,2,2,0,3600,2011-05,173000
Residential,3200236000,2561 N GORDON PL,,3,3330,Cottage,Frame,1,1891,1152,1,3,2,0,3600,2011-05,201000
Residential,3210822100,2561 N FRATNEY ST,,3,2890,Cottage,Aluminum / Vinyl,1,1885,680,1,2,1,0,8400,2011-05,72000
Residential,2800607000,3474 N HUMBOLDT BL,,3,3320,Dplx Bungalow,Brick,1.5,1929,2211,2,4,2,0,4720,2011-05,165000
Residential,2801016000,3132 N BARTLETT AV,,3,3150,Duplex O/S,Aluminum / Vinyl,2,1912,2291,2,4,2,0,3600,2011-05,210000
Residential,3190601000,2117 E BRADFORD AV,,3,3190,Duplex O/S,Frame,2,1907,2132,2,4,2,0,2220,2011-05,145000
Residential,3161802000,2009 E KENWOOD BL,,3,3160,Milwaukee Bungalow,Stucco,1,1916,2280,1,5,2,0,4800,2011-05,230000
Residential,3170182100,2924 N SHEPARD AV,,3,3060,Residence O/S,Brick,2,1913,4332,1,6,3,2,9600,2011-05,455000
Residential,2801223000,3311 N BARTLETT AV,,3,3150,Residence O/S,Aluminum / Vinyl,2,1904,1986,1,4,1,1,2550,2011-05,200000
Residential,2780283000,3321 N SUMMIT AV,,3,3060,Residence O/S,Frame,2,1889,1667,1,3,1,1,4800,2011-05,227000
Residential,1090034000,7321 N 97TH ST,,5,440,Bi-Level,Frame,1,1984,1843,1,3,2,0,12001,2011-05,142500
Residential,2920325000,3213 N 80TH ST,,5,2100,Cape Cod,Brick,1,1950,1449,1,3,2,1,4720,2011-05,152000
Residential,3030559000,3019 N 78TH ST,,5,2080,Cape Cod,Brick,1,1945,1172,1,3,2,0,5120,2011-05,147500
Residential,2930189000,8440 W TOWNSEND ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1120,1,3,1,0,9000,2011-05,124000
Residential,2930061000,3267 N 87TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1949,1036,1,3,1,0,4800,2011-05,114800
Residential,2611111000,3715 N 99TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1953,935,1,3,1,0,5060,2011-05,107000
Residential,2620009000,3869 N 84TH ST,,5,2040,Colonial,Masonry / Frame,2,1955,2310,1,4,1,2,8494,2011-05,143500
Residential,3010038000,2790 N COLONIAL DR,,5,2140,Ranch,Frame,1,1952,1320,1,3,1,1,8400,2011-05,169000
Residential,3020545000,2854 N 86TH ST,,5,2080,Ranch,Brick,1,1950,1206,1,3,2,0,6250,2011-05,160000
Residential,2620036000,3904 N 86TH ST,,5,2040,Ranch,Brick,1,1953,1200,1,3,1,1,6720,2011-05,127000
Residential,3020105000,2909 N 88TH ST,,5,2080,Ranch,Brick,1,1952,1176,1,3,1,0,5715,2011-05,136000
Residential,2940218000,3231 N 94TH ST,,5,2120,Ranch,Brick,1,1953,1125,1,2,1,1,6500,2011-05,130800
Residential,1150023000,10321 W VERA AV,,5,440,Ranch,Aluminum / Vinyl,1,1957,1123,1,3,1,1,21780,2011-05,166000
Residential,2630801000,3630 N 81ST ST,,5,2040,Ranch,Aluminum / Vinyl,1,1955,1067,1,3,1,0,5762,2011-05,124900
Residential,2630353000,3851 N 80TH ST,,5,2040,Ranch,Brick,1,1954,1036,1,3,1,1,7426,2011-05,105000
Residential,3220443000,2620 N HUBBARD ST,,6,2920,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1916,1985,1,4,2,0,2870,2011-05,12500
Residential,3530174000,2228 N 2ND ST,,6,2910,Residence O/S,Frame,1.5,1898,1711,1,0,1,0,3775,2011-05,19000
Residential,2820349000,116 W CONCORDIA AV,,6,2900,Residence O/S,Aluminum / Vinyl,1,1900,1152,1,3,1,0,8360,2011-05,100500
Residential,3071220000,2818 N 44TH ST,,7,2510,Dplx Bungalow,Aluminum / Vinyl,2,1923,2207,2,4,2,0,4400,2011-05,55500
Residential,2860259000,3220 N 28TH ST,,7,2960,Dplx Bungalow,Aluminum / Vinyl,2,1915,2161,2,4,2,0,3600,2011-05,24000
Residential,3101037000,2932 N 22ND ST,,7,2950,Residence O/S,Aluminum / Vinyl,1,1893,1150,1,4,1,0,3750,2011-05,11500
Residential,2880011000,3403 N 45TH ST,,7,1840,Tudor,Stone,1,1933,1971,1,4,2,0,6120,2011-05,125000
Residential,4350760000,938 S 31ST ST,,8,4060,Milwaukee Bungalow,Aluminum / Vinyl,1,1922,1326,1,4,1,0,3780,2011-05,82500
Residential,4940474000,3401 W HAYES AV,,8,4000,Residence O/S,Aluminum / Vinyl,1,1900,1278,1,3,1,0,3600,2011-05,81500
Residential,4360072000,814 S 37TH ST,,8,4060,Residence O/S,Aluminum / Vinyl,1,1895,944,1,2,1,0,3540,2011-05,65000
Residential,1399696110,6569 N 52ND ST,,9,560,Cape Cod,Frame,1,1940,1173,1,4,1,0,9353,2011-05,44000
Residential,3040475000,2820 N 75TH ST,,10,2080,Cape Cod,Stone,1,1948,1785,1,4,1,1,4982,2011-05,194000
Residential,4180426000,157 S 81ST ST,,10,2720,Cape Cod,Aluminum / Vinyl,1.5,1948,1418,1,4,2,0,6210,2011-05,156582
Residential,3040408000,2854 N LEFEBER AV,,10,1980,Cape Cod,Stone,1,1946,1149,1,3,1,0,7440,2011-05,155600
Residential,4050532000,300 N 63RD ST,,10,2700,Cape Cod,Stucco,1,1952,1095,1,4,2,0,4860,2011-05,131500
Residential,2640916000,7222 W NASH ST,,10,1940,Cape Cod,Aluminum / Vinyl,1,1952,992,1,3,1,0,6000,2011-05,105000
Residential,2640591000,6903 W MELVINA ST,,10,1940,Cape Cod,Aluminum / Vinyl,1,1953,984,1,3,1,0,7434,2011-05,59000
Residential,3679996000,5005 W WASHINGTON BL,,10,2580,Colonial,Brick,2,1924,4137,1,5,3,0,9030,2011-05,380000
Residential,3470123000,1806 N 51ST ST,,10,2540,Dplx Bungalow,Stucco,2,1915,2883,2,4,2,0,5160,2011-05,149000
Residential,3051132000,6219 W RICHMOND AV,,10,1870,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1512,1,4,2,0,7335,2011-05,106200
Residential,4180142000,7724 W DIXON ST,,10,2720,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,1506,1,2,2,0,4945,2011-05,160000
Residential,4090316000,9317 W BLUE MOUND RD,,10,2760,Ranch,Aluminum / Vinyl,1,1953,1068,1,3,1,0,5450,2011-05,135000
Residential,4090340000,9331 W ST PAUL AV,,10,2760,Ranch,Aluminum / Vinyl,1,1954,1008,1,3,1,0,5687,2011-05,119000
Residential,4081062000,9032 W PARK HILL AV,,10,2760,Ranch,Aluminum / Vinyl,1,1951,768,1,2,1,0,6786,2011-05,109500
Residential,2641006000,7348 W POTOMAC AV,,10,1940,Ranch,Aluminum / Vinyl,1,1953,720,1,2,1,1,5760,2011-05,65000
Residential,3050742000,2793 N 71ST ST,,10,1980,Tudor,Stone,1.5,1940,1890,1,3,2,1,5400,2011-05,235000
Residential,2890410000,5528 W AUER AV,,10,1850,Tudor,Stone,1,1936,1819,1,3,2,0,4800,2011-05,140000
Residential,4891273000,2560 S 71ST ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1946,795,1,2,1,0,5000,2011-05,92000
Residential,5149903100,2935 S 60TH ST,,11,4240,Dplx Bungalow,Aluminum / Vinyl,1.5,1925,2174,2,4,3,0,9620,2011-05,182000
Residential,5309972200,3444 S 60TH ST,,11,4420,Duplex N/S,Brick,2,1958,2528,2,6,2,0,6720,2011-05,150000
Residential,5120619000,3045 S 48TH ST,,11,4320,Duplex N/S,Masonry / Frame,2,1971,2496,2,5,2,1,4960,2011-05,136500
Residential,5591022000,3864 S 78TH ST,,11,4340,Duplex O/S,Aluminum / Vinyl,1.5,1890,2058,2,5,3,0,6120,2011-05,185000
Residential,5110182000,3007 S 38TH ST,,11,4320,Milwaukee Bungalow,Brick,1,1929,1865,1,3,1,1,4836,2011-05,168000
Residential,5100363000,2913 S 34TH ST,,11,4000,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,1000,1,3,1,0,5625,2011-05,119000
Residential,4911134000,5560 W JERELYN PL,,11,4280,Ranch,Brick,1,1955,1600,1,4,1,1,7150,2011-05,188000
Residential,4911128000,5601 W ANDOVER RD,,11,4280,Ranch,Brick,1,1958,1399,1,3,2,1,7877,2011-05,136000
Residential,5600005000,3600 S 90TH ST,,11,4350,Ranch,Brick,1,1959,1230,1,3,1,1,6650,2011-05,140000
Residential,5610138000,3651 S 93RD ST,,11,4340,Ranch,Aluminum / Vinyl,1,1967,1216,1,3,1,1,6550,2011-05,154000
Residential,5270344000,3352 S 80TH ST,,11,4340,Ranch,Brick,1,1958,1114,1,3,1,0,8113,2011-05,114900
Residential,5580529000,3501 S MASSACHUSETTS AV,,11,4330,Ranch,Aluminum / Vinyl,1,1958,1078,1,3,1,1,7250,2011-05,122000
Residential,5279886000,8326 W HOLT AV,,11,4340,Ranch,Aluminum / Vinyl,1,1958,1072,1,3,1,0,5520,2011-05,125000
Residential,5270285000,3300 S 84TH ST,,11,4340,Ranch,Brick,1,1956,1064,1,3,1,1,8400,2011-05,155000
Residential,5141256000,2860 S 61ST ST,,11,4240,Ranch,Aluminum / Vinyl,1,1957,1026,1,3,1,0,6270,2011-05,94000
Residential,5290402000,6708 W EUCLID AV,,11,4380,Ranch,Aluminum / Vinyl,1,1954,989,1,3,1,0,5720,2011-05,86700
Residential,5280076000,6811 W VERONA CT,,11,4310,Ranch,Aluminum / Vinyl,1,1955,984,1,3,1,0,7192,2011-05,122000
Residential,5580512000,7312 W EDEN PL,,11,4330,Ranch,Brick,1,1958,910,1,2,1,0,7260,2011-05,92000
Residential,5290932000,6409 W EUCLID AV,,11,4380,Ranch,Aluminum / Vinyl,1,1953,879,1,3,1,1,6120,2011-05,95000
Residential,5290956000,3228 S 68TH ST,,11,4380,Ranch,Aluminum / Vinyl,1,1953,879,1,3,1,1,7680,2011-05,101000
Residential,5600375000,3734 S 91ST ST,,11,4350,Residence O/S,Aluminum / Vinyl,1.5,1934,1138,1,3,1,0,7980,2011-05,122500
Residential,4280489000,614 S 6TH ST,,12,4020,Cottage,Frame,1,1900,1088,1,2,1,1,3500,2011-05,48000
Residential,5800410100,4236 S 1ST ST,,13,4700,Cape Cod,Aluminum / Vinyl,1,1940,1283,1,3,1,0,4674,2011-05,119000
Residential,6240819000,1828 W EDGERTON AV,,13,4780,Ranch,Brick,1,1962,1325,1,3,1,1,7200,2011-05,150000
Residential,5959909000,4460 S 1ST ST,,13,4740,Ranch,Brick,1,1955,1198,1,3,1,1,8400,2011-05,146900
Residential,6430306000,1827 W EDGERTON AV,,13,4780,Ranch,Stone,1,1964,1100,1,2,1,1,7260,2011-05,123500
